Protein_ID;Gene Name;log2_FC;p_val;p_adj;significant;WT_vs_DPP4_significant;imputed;num_NAs;Protein.Names.x;Protein.Names.y
P51659;HSD17B4;0.189;0.115;0.209;FALSE;FALSE;FALSE;0;DHB4;Peroxisomal multifunctional enzyme type 2
P51665;PSMD7;0.0254;0.85;0.904;FALSE;FALSE;FALSE;0;PSMD7;26S proteasome non-ATPase regulatory subunit 7
P51784;USP11;0.691;0.0357;0.0809;FALSE;FALSE;TRUE;1;UBP11;Ubiquitin carboxyl-terminal hydrolase 11
P51790;CLCN3;0.0324;0.791;0.864;FALSE;FALSE;FALSE;0;CLCN3;H(+)/Cl(-) exchange transporter 3
P51798;CLCN7;0.314;0.064;0.131;FALSE;FALSE;FALSE;0;CLCN7;H(+)/Cl(-) exchange transporter 7
P51808;DYNLT3;0.902;0.000303;0.00138;FALSE;FALSE;FALSE;0;DYLT3;Dynein light chain Tctex-type 3
P51809;VAMP7;-0.136;0.557;0.677;FALSE;FALSE;FALSE;0;VAMP7;Vesicle-associated membrane protein 7
P51812;RPS6KA3;0.0914;0.496;0.626;FALSE;FALSE;FALSE;0;KS6A3;Ribosomal protein S6 kinase alpha-3
P51858;HDGF;0.0556;0.665;0.768;FALSE;FALSE;FALSE;0;HDGF;Hepatoma-derived growth factor
P51946;CCNH;-0.198;0.378;0.513;FALSE;FALSE;FALSE;0;CCNH;Cyclin-H
P51948;MNAT1;-0.25;0.181;0.296;FALSE;FALSE;FALSE;0;MAT1;CDK-activating kinase assembly factor MAT1
P51957;NEK4;0.0365;0.856;0.908;FALSE;FALSE;FALSE;0;NEK4;Serine/threonine-protein kinase Nek4
P51965;UBE2E1;-0.711;0.0000737;0.000411;FALSE;FALSE;FALSE;0;UB2E1;Ubiquitin-conjugating enzyme E2 E1
P51970;NDUFA8;0.22;0.029;0.0679;FALSE;FALSE;FALSE;0;NDUA8;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 8
P51991;HNRNPA3;0.544;0.000014;0.0000967;FALSE;FALSE;FALSE;0;ROA3;Heterogeneous nuclear ribonucleoprotein A3
P52209;PGD;0.0303;0.822;0.885;FALSE;FALSE;FALSE;0;6PGD;6-phosphogluconate dehydrogenase, decarboxylating
P52272;HNRNPM;-0.169;0.187;0.303;FALSE;FALSE;FALSE;0;HNRPM;Heterogeneous nuclear ribonucleoprotein M
P52292;KPNA2;-0.175;0.0363;0.0819;FALSE;FALSE;FALSE;0;IMA1;Importin subunit alpha-1
P52294;KPNA1;-0.19;0.0148;0.0385;FALSE;FALSE;FALSE;0;IMA5;Importin subunit alpha-5
P52298;NCBP2;-0.483;0.0243;0.0586;FALSE;FALSE;FALSE;0;NCBP2;Nuclear cap-binding protein subunit 2
P52306;RAP1GDS1;0.0612;0.424;0.558;FALSE;FALSE;FALSE;0;GDS1;Rap1 GTPase-GDP dissociation stimulator 1
P52429;DGKE;-0.626;0.0418;0.0918;FALSE;FALSE;TRUE;3;DGKE;Diacylglycerol kinase epsilon
P52434;POLR2H;-0.178;0.339;0.473;FALSE;FALSE;FALSE;0;RPAB3;DNA-directed RNA polymerases I, II, and III subunit RPABC3
P52435;POLR2J;0.129;0.536;0.66;FALSE;FALSE;TRUE;1;RPB11;DNA-directed RNA polymerase II subunit RPB11-a
P52565;ARHGDIA;0.266;0.0207;0.0515;FALSE;FALSE;FALSE;0;GDIR1;Rho GDP-dissociation inhibitor 1
P52566;ARHGDIB;-0.697;0.316;0.449;FALSE;FALSE;TRUE;2;GDIR2;Rho GDP-dissociation inhibitor 2
P52594;AGFG1;0.159;0.0486;0.104;FALSE;FALSE;FALSE;0;AGFG1;Arf-GAP domain and FG repeat-containing protein 1
P52597;HNRNPF;-0.658;2.12E-08;0.000000304;FALSE;FALSE;FALSE;0;HNRPF;Heterogeneous nuclear ribonucleoprotein F
P52630;STAT2;0.961;0.000321;0.00145;FALSE;FALSE;FALSE;0;STAT2;Signal transducer and activator of transcription 2
P52655;GTF2A1;-0.308;0.467;0.599;FALSE;FALSE;TRUE;3;TF2AA;Transcription initiation factor IIA subunit 1
P52701;MSH6;-0.0852;0.29;0.421;FALSE;FALSE;FALSE;0;MSH6;DNA mismatch repair protein Msh6
P52732;KIF11;-0.382;0.00117;0.00451;FALSE;FALSE;FALSE;0;KIF11;Kinesin-like protein KIF11
P52735;VAV2;0.184;0.0837;0.162;FALSE;FALSE;FALSE;0;VAV2;Guanine nucleotide exchange factor VAV2
P52756;RBM5;-0.242;0.061;0.126;FALSE;FALSE;FALSE;0;RBM5;RNA-binding protein 5
P52758;RIDA;-0.053;0.508;0.636;FALSE;FALSE;FALSE;0;RIDA;2-iminobutanoate/2-iminopropanoate deaminase
P52788;SMS;-0.555;0.00000364;0.0000289;FALSE;FALSE;FALSE;0;SPSY;Spermine synthase
P52789;HK2;-0.597;0.000000113;0.00000135;FALSE;FALSE;FALSE;0;HXK2;Hexokinase-2
P52815;MRPL12;-0.252;0.135;0.237;FALSE;FALSE;FALSE;0;RM12;Large ribosomal subunit protein bL12m
P52849;NDST2;0.192;0.545;0.668;FALSE;FALSE;TRUE;2;NDST2;Bifunctional heparan sulfate N-deacetylase/N-sulfotransferase 2
P52888;THOP1;0.0349;0.543;0.667;FALSE;FALSE;FALSE;0;THOP1;Thimet oligopeptidase
P52907;CAPZA1;0.346;0.0000419;0.000252;FALSE;FALSE;FALSE;0;CAZA1;F-actin-capping protein subunit alpha-1
P52926;HMGA2;-0.069;0.512;0.64;FALSE;FALSE;FALSE;0;HMGA2;High mobility group protein HMGI-C
P52948;NUP98;-0.0277;0.881;0.925;FALSE;FALSE;FALSE;0;NUP98;Nuclear pore complex protein Nup98-Nup96
P53004;BLVRA;0.171;0.266;0.395;FALSE;FALSE;FALSE;0;BIEA;Biliverdin reductase A
P53007;SLC25A1;0.462;0.0000298;0.000186;FALSE;FALSE;FALSE;0;TXTP;Tricarboxylate transport protein, mitochondrial
P53041;PPP5C;-0.136;0.129;0.227;FALSE;FALSE;FALSE;0;PPP5;Serine/threonine-protein phosphatase 5
P53350;PLK1;-0.391;0.0147;0.0383;FALSE;FALSE;FALSE;0;PLK1;Serine/threonine-protein kinase PLK1
P53365;ARFIP2;0.0245;0.816;0.881;FALSE;FALSE;FALSE;0;ARFP2;Arfaptin-2
P53367;ARFIP1;-0.559;2.13E-09;4.29E-08;FALSE;FALSE;FALSE;0;ARFP1;Arfaptin-1
P53384;NUBP1;-0.221;0.106;0.195;FALSE;FALSE;FALSE;0;NUBP1;Cytosolic Fe-S cluster assembly factor NUBP1
P53396;ACLY;-0.247;0.00045;0.00195;FALSE;FALSE;FALSE;0;ACLY;ATP-citrate synthase
P53582;METAP1;0.00654;0.93;0.956;FALSE;FALSE;FALSE;0;MAP11;Methionine aminopeptidase 1
P53597;SUCLG1;0.309;0.037;0.0831;FALSE;FALSE;FALSE;0;SUCA;Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial
P53602;MVD;-0.593;0.0229;0.0557;FALSE;FALSE;FALSE;0;MVD1;Diphosphomevalonate decarboxylase
P53618;COPB1;-0.00309;0.972;0.982;FALSE;FALSE;FALSE;0;COPB;Coatomer subunit beta
P53621;COPA;0.0675;0.253;0.382;FALSE;FALSE;FALSE;0;COPA;Coatomer subunit alpha
P53634;CTSC;-0.734;0.00000229;0.000019;FALSE;FALSE;FALSE;0;CATC;Dipeptidyl peptidase 1
P53667;LIMK1;-0.267;0.261;0.39;FALSE;FALSE;TRUE;10;LIMK1;LIM domain kinase 1
P53680;AP2S1;0.44;0.0327;0.0751;FALSE;FALSE;FALSE;0;AP2S1;AP-2 complex subunit sigma
P53701;HCCS;-0.434;0.0622;0.128;FALSE;FALSE;FALSE;0;CCHL;Holocytochrome c-type synthase
P53794;SLC5A3;0.298;0.418;0.552;FALSE;FALSE;TRUE;13;SC5A3;Sodium/myo-inositol cotransporter
P53801;PTTG1IP;0.000862;0.997;0.999;FALSE;FALSE;FALSE;0;PTTG;Pituitary tumor-transforming gene 1 protein-interacting protein
P53803;POLR2K;0.404;0.414;0.549;FALSE;FALSE;TRUE;6;RPAB4;DNA-directed RNA polymerases I, II, and III subunit RPABC4
P53814;SMTN;0.374;0.00621;0.0185;FALSE;FALSE;FALSE;0;SMTN;Smoothelin
P53985;SLC16A1;-0.405;0.000845;0.0034;FALSE;FALSE;FALSE;0;MOT1;Monocarboxylate transporter 1
P53990;IST1;0.0932;0.387;0.522;FALSE;FALSE;FALSE;0;IST1;IST1 homolog
P53992;SEC24C;0.313;0.0000149;0.000103;FALSE;FALSE;FALSE;0;SC24C;Protein transport protein Sec24C
P53999;SUB1;-0.0458;0.95;0.969;FALSE;FALSE;FALSE;0;TCP4;Activated RNA polymerase II transcriptional coactivator p15
P54098;POLG;0.165;0.378;0.513;FALSE;FALSE;TRUE;14;DPOG1;DNA polymerase subunit gamma-1
P54105;CLNS1A;-0.301;0.368;0.503;FALSE;FALSE;FALSE;0;ICLN;Methylosome subunit pICln
P54136;RARS1;-0.121;0.0385;0.0856;FALSE;FALSE;FALSE;0;SYRC;Arginine--tRNA ligase, cytoplasmic
P54252;ATXN3;0.101;0.463;0.594;FALSE;FALSE;FALSE;0;ATX3;Ataxin-3
P54277;PMS1;-0.403;0.0561;0.117;FALSE;FALSE;TRUE;9;PMS1;PMS1 protein homolog 1
P54278;PMS2;-0.501;0.000465;0.00201;FALSE;FALSE;FALSE;0;PMS2;Mismatch repair endonuclease PMS2
P54577;YARS1;-0.418;0.000000131;0.00000153;FALSE;FALSE;FALSE;0;SYYC;Tyrosine--tRNA ligase, cytoplasmic
P54578;USP14;-0.294;0.00139;0.00519;FALSE;FALSE;FALSE;0;UBP14;Ubiquitin carboxyl-terminal hydrolase 14
P54619;PRKAG1;0.496;0.015;0.039;FALSE;FALSE;FALSE;0;AAKG1;5'-AMP-activated protein kinase subunit gamma-1
P54652;HSPA2;0.0796;0.647;0.753;FALSE;FALSE;FALSE;0;HSP72;Heat shock-related 70 kDa protein 2
P54709;ATP1B3;-0.251;0.00000771;0.0000565;FALSE;FALSE;FALSE;0;AT1B3;Sodium/potassium-transporting ATPase subunit beta-3
P54725;RAD23A;-0.16;0.389;0.525;FALSE;FALSE;FALSE;0;RD23A;UV excision repair protein RAD23 homolog A
P54727;RAD23B;-0.159;0.248;0.376;FALSE;FALSE;FALSE;0;RD23B;UV excision repair protein RAD23 homolog B
P54753;EPHB3;0.741;0.00437;0.0136;FALSE;FALSE;TRUE;5;EPHB3;Ephrin type-B receptor 3
P54760;EPHB4;-0.44;0.142;0.246;FALSE;FALSE;FALSE;0;EPHB4;Ephrin type-B receptor 4
P54819;AK2;-0.544;0.0000275;0.000173;FALSE;FALSE;FALSE;0;KAD2;Adenylate kinase 2, mitochondrial
P54886;ALDH18A1;-0.142;0.321;0.456;FALSE;FALSE;FALSE;0;P5CS;Delta-1-pyrroline-5-carboxylate synthase
P54920;NAPA;0.00481;0.971;0.982;FALSE;FALSE;FALSE;0;SNAA;Alpha-soluble NSF attachment protein
P54922;ADPRH;-0.24;0.394;0.529;FALSE;FALSE;TRUE;6;ADPRH;ADP-ribosylhydrolase ARH1
P55010;EIF5;0.313;0.00000151;0.0000133;FALSE;FALSE;FALSE;0;IF5;Eukaryotic translation initiation factor 5
P55036;PSMD4;-0.128;0.155;0.262;FALSE;FALSE;FALSE;0;PSMD4;26S proteasome non-ATPase regulatory subunit 4
P55039;DRG2;-0.0084;0.926;0.953;FALSE;FALSE;FALSE;0;DRG2;Developmentally-regulated GTP-binding protein 2
P55060;CSE1L;-0.119;0.0546;0.115;FALSE;FALSE;FALSE;0;XPO2;Exportin-2
P55072;VCP;-0.246;0.0101;0.028;FALSE;FALSE;FALSE;0;TERA;Transitional endoplasmic reticulum ATPase
P55081;MFAP1;-0.0403;0.654;0.758;FALSE;FALSE;FALSE;0;MFAP1;Microfibrillar-associated protein 1
P55084;HADHB;0.751;2.62E-11;8.98E-10;FALSE;FALSE;FALSE;0;ECHB;Trifunctional enzyme subunit beta, mitochondrial
P55145;MANF;-0.0518;0.888;0.93;FALSE;FALSE;FALSE;0;MANF;Mesencephalic astrocyte-derived neurotrophic factor
P55196;AFDN;-0.806;1.98E-11;7.27E-10;FALSE;FALSE;FALSE;0;AFAD;Afadin
P55199;ELL;-0.435;0.00000398;0.0000313;FALSE;FALSE;FALSE;0;ELL;RNA polymerase II elongation factor ELL
P55201;BRPF1;-0.13;0.822;0.885;FALSE;FALSE;TRUE;9;BRPF1;Peregrin
P55209;NAP1L1;0.469;0.00186;0.00663;FALSE;FALSE;FALSE;0;NP1L1;Nucleosome assembly protein 1-like 1
P55210;CASP7;0.146;0.626;0.738;FALSE;FALSE;FALSE;0;CASP7;Caspase-7
P55212;CASP6;-0.339;0.000501;0.00214;FALSE;FALSE;FALSE;0;CASP6;Caspase-6
P55263;ADK;0.266;0.000101;0.00054;FALSE;FALSE;FALSE;0;ADK;Adenosine kinase
P55265;ADAR;0.142;0.00486;0.0149;FALSE;FALSE;FALSE;0;DSRAD;Double-stranded RNA-specific adenosine deaminase
P55317;FOXA1;0.17;0.0505;0.107;FALSE;FALSE;FALSE;0;FOXA1;Hepatocyte nuclear factor 3-alpha
P55327;TPD52;-0.213;0.115;0.209;FALSE;FALSE;FALSE;0;TPD52;Tumor protein D52
P55735;SEC13;0.256;0.293;0.424;FALSE;FALSE;FALSE;0;SEC13;Protein SEC13 homolog
P55769;SNU13;-0.201;0.0931;0.176;FALSE;FALSE;FALSE;0;NH2L1;NHP2-like protein 1
P55771;PAX9;0.17;0.585;0.703;FALSE;FALSE;TRUE;9;PAX9;Paired box protein Pax-9
P55786;NPEPPS;0.696;3.89E-13;2.43E-11;FALSE;FALSE;FALSE;0;PSA;Puromycin-sensitive aminopeptidase
P55789;GFER;-0.274;0.514;0.641;FALSE;FALSE;TRUE;7;ALR;FAD-linked sulfhydryl oxidase ALR
P55795;HNRNPH2;-0.184;0.0548;0.115;FALSE;FALSE;FALSE;0;HNRH2;Heterogeneous nuclear ribonucleoprotein H2
P55809;OXCT1;-0.397;0.000000164;0.00000188;FALSE;FALSE;FALSE;0;SCOT1;Succinyl-CoA:3-ketoacid coenzyme A transferase 1, mitochondrial
P55854;SUMO3;0.136;0.533;0.658;FALSE;FALSE;FALSE;0;SUMO3;Small ubiquitin-related modifier 3
P55884;EIF3B;-0.185;0.00192;0.00681;FALSE;FALSE;FALSE;0;EIF3B;Eukaryotic translation initiation factor 3 subunit B
P55957;BID;-0.774;0.0000036;0.0000286;FALSE;FALSE;FALSE;0;BID;BH3-interacting domain death agonist
P56134;ATP5MF;0.58;5.74E-09;9.85E-08;FALSE;FALSE;FALSE;0;ATPK;ATP synthase subunit f, mitochondrial
P56182;RRP1;-0.0758;0.336;0.47;FALSE;FALSE;FALSE;0;RRP1;Ribosomal RNA processing protein 1 homolog A
P56192;MARS1;-0.145;0.163;0.274;FALSE;FALSE;FALSE;0;SYMC;Methionine--tRNA ligase, cytoplasmic
P56211;ARPP19;-0.027;0.652;0.757;FALSE;FALSE;FALSE;0;ARP19;cAMP-regulated phosphoprotein 19
P56270;MAZ;0.0819;0.618;0.732;FALSE;FALSE;FALSE;0;MAZ;Myc-associated zinc finger protein
P56277;CMC4;0.14;0.265;0.395;FALSE;FALSE;FALSE;0;CMC4;Cx9C motif-containing protein 4
P56282;POLE2;-0.202;0.0565;0.118;FALSE;FALSE;FALSE;0;DPOE2;DNA polymerase epsilon subunit 2
P56378;ATP5MJ;-0.206;0.0555;0.116;FALSE;FALSE;FALSE;0;ATP68;ATP synthase subunit ATP5MJ, mitochondrial
P56385;ATP5ME;0.177;0.487;0.618;FALSE;FALSE;FALSE;0;ATP5I;ATP synthase subunit e, mitochondrial
P56524;HDAC4;0.101;0.823;0.885;FALSE;FALSE;TRUE;4;HDAC4;Histone deacetylase 4
P56537;EIF6;-0.285;0.0142;0.0373;FALSE;FALSE;FALSE;0;IF6;Eukaryotic translation initiation factor 6
P56545;CTBP2;-0.159;0.298;0.431;FALSE;FALSE;FALSE;0;CTBP2;C-terminal-binding protein 2
P56556;NDUFA6;0.243;0.00887;0.0251;FALSE;FALSE;FALSE;0;NDUA6;NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 6
P56589;PEX3;-0.033;0.888;0.93;FALSE;FALSE;FALSE;0;PEX3;Peroxisomal biogenesis factor 3
P56937;HSD17B7;0.198;0.145;0.25;FALSE;FALSE;FALSE;0;DHB7;3-keto-steroid reductase/17-beta-hydroxysteroid dehydrogenase 7
P56945;BCAR1;-0.23;0.00717;0.0209;FALSE;FALSE;FALSE;0;BCAR1;Breast cancer anti-estrogen resistance protein 1
P56962;STX17;-0.43;0.115;0.209;FALSE;FALSE;TRUE;3;STX17;Syntaxin-17
P57076;CFAP298;0.308;0.5;0.63;FALSE;FALSE;TRUE;4;CF298;Cilia- and flagella-associated protein 298
P57081;WDR4;0.173;0.289;0.421;FALSE;FALSE;FALSE;0;WDR4;tRNA (guanine-N(7)-)-methyltransferase non-catalytic subunit WDR4
P57088;TMEM33;0.0705;0.697;0.793;FALSE;FALSE;FALSE;0;TMM33;Transmembrane protein 33
P57678;GEMIN4;-0.524;0.00000135;0.000012;FALSE;FALSE;FALSE;0;GEMI4;Gem-associated protein 4
P57721;PCBP3;-0.808;0.0339;0.0773;FALSE;FALSE;TRUE;1;PCBP3;Poly(rC)-binding protein 3
P57737;CORO7;0.134;0.214;0.336;FALSE;FALSE;FALSE;0;CORO7;Coronin-7
P57740;NUP107;0.109;0.363;0.499;FALSE;FALSE;FALSE;0;NU107;Nuclear pore complex protein Nup107
P57764;GSDMD;0.338;0.000255;0.0012;FALSE;FALSE;FALSE;0;GSDMD;Gasdermin-D
P57772;EEFSEC;-0.0599;0.397;0.532;FALSE;FALSE;FALSE;0;SELB;Selenocysteine-specific elongation factor
P58317;ZNF121;0.0905;0.443;0.576;FALSE;FALSE;FALSE;0;ZN121;Zinc finger protein 121
P58546;MTPN;0.232;0.0118;0.0319;FALSE;FALSE;FALSE;0;MTPN;Myotrophin
P58557;YBEY;-0.0954;0.793;0.865;FALSE;FALSE;TRUE;6;YBEY;Endoribonuclease YbeY
P59998;ARPC4;0.0865;0.647;0.753;FALSE;FALSE;FALSE;0;ARPC4;Actin-related protein 2/3 complex subunit 4
P60002;ELOF1;0.117;0.755;0.837;FALSE;FALSE;FALSE;0;ELOF1;Transcription elongation factor 1 homolog
P60006;ANAPC15;0.169;0.176;0.289;FALSE;FALSE;FALSE;0;APC15;Anaphase-promoting complex subunit 15
P60033;CD81;-0.0779;0.792;0.865;FALSE;FALSE;FALSE;0;CD81;CD81 antigen
P60059;SEC61G;-0.443;0.0664;0.134;FALSE;FALSE;FALSE;0;SC61G;Protein transport protein Sec61 subunit gamma
P60174;TPI1;-0.144;0.234;0.36;FALSE;FALSE;FALSE;0;TPIS;Triosephosphate isomerase
P60228;EIF3E;-0.141;0.0241;0.0583;FALSE;FALSE;FALSE;0;EIF3E;Eukaryotic translation initiation factor 3 subunit E
P60468;SEC61B;-0.349;0.0577;0.12;FALSE;FALSE;FALSE;0;SC61B;Protein transport protein Sec61 subunit beta
P60510;PPP4C;-0.137;0.381;0.517;FALSE;FALSE;FALSE;0;PP4C;Serine/threonine-protein phosphatase 4 catalytic subunit
P60520;GABARAPL2;0.203;0.191;0.307;FALSE;FALSE;FALSE;0;GBRL2;Gamma-aminobutyric acid receptor-associated protein-like 2
P60602;ROMO1;-0.206;0.152;0.259;FALSE;FALSE;FALSE;0;ROMO1;Reactive oxygen species modulator 1
P60604;UBE2G2;0.508;0.00785;0.0226;FALSE;FALSE;FALSE;0;UB2G2;Ubiquitin-conjugating enzyme E2 G2
P60660;MYL6;-0.22;0.447;0.58;FALSE;FALSE;FALSE;0;MYL6;Myosin light polypeptide 6
P60709;ACTB;-0.196;0.0173;0.044;FALSE;FALSE;FALSE;0;ACTB;Actin, cytoplasmic 1
P60842;EIF4A1;-0.277;0.0116;0.0313;FALSE;FALSE;FALSE;0;IF4A1;Eukaryotic initiation factor 4A-I
P60866;RPS20;-0.262;0.0091;0.0257;FALSE;FALSE;FALSE;0;RS20;Small ribosomal subunit protein uS10
P60891;PRPS1;-0.228;0.0238;0.0575;FALSE;FALSE;FALSE;0;PRPS1;Ribose-phosphate pyrophosphokinase 1
P60900;PSMA6;-0.0536;0.351;0.486;FALSE;FALSE;FALSE;0;PSA6;Proteasome subunit alpha type-6
P60903;S100A10;-0.238;0.0169;0.043;FALSE;FALSE;FALSE;0;S10AA;Protein S100-A10
P60953;CDC42;0.19;0.212;0.334;FALSE;FALSE;FALSE;0;CDC42;Cell division control protein 42 homolog
P60981;DSTN;0.0306;0.911;0.943;FALSE;FALSE;FALSE;0;DEST;Destrin
P60983;GMFB;-0.161;0.486;0.617;FALSE;FALSE;FALSE;0;GMFB;Glia maturation factor beta
P61006;RAB8A;-0.318;0.00516;0.0157;FALSE;FALSE;FALSE;0;RAB8A;Ras-related protein Rab-8A
P61009;SPCS3;-0.636;0.0721;0.144;FALSE;FALSE;FALSE;0;SPCS3;Signal peptidase complex subunit 3
P61011;SRP54;0.2;0.0167;0.0427;FALSE;FALSE;FALSE;0;SRP54;Signal recognition particle subunit SRP54
P61019;RAB2A;-0.0732;0.294;0.426;FALSE;FALSE;FALSE;0;RAB2A;Ras-related protein Rab-2A
P61020;RAB5B;0.274;0.19;0.307;FALSE;FALSE;FALSE;0;RAB5B;Ras-related protein Rab-5B
P61024;CKS1B;0.176;0.141;0.245;FALSE;FALSE;FALSE;0;CKS1;Cyclin-dependent kinases regulatory subunit 1
P61026;RAB10;0.545;0.00000757;0.0000557;FALSE;FALSE;FALSE;0;RAB10;Ras-related protein Rab-10
P61077;UBE2D3;-0.0122;0.94;0.963;FALSE;FALSE;FALSE;0;UB2D3;Ubiquitin-conjugating enzyme E2 D3
P61081;UBE2M;-0.172;0.532;0.657;FALSE;FALSE;FALSE;0;UBC12;NEDD8-conjugating enzyme Ubc12
P61086;UBE2K;-0.554;0.0000209;0.000137;FALSE;FALSE;FALSE;0;UBE2K;Ubiquitin-conjugating enzyme E2 K
P61088;UBE2N;-0.459;0.00547;0.0165;FALSE;FALSE;FALSE;0;UBE2N;Ubiquitin-conjugating enzyme E2 N
P61106;RAB14;0.1;0.0758;0.15;FALSE;FALSE;FALSE;0;RAB14;Ras-related protein Rab-14
P61158;ACTR3;0.125;0.21;0.331;FALSE;FALSE;FALSE;0;ARP3;Actin-related protein 3
P61160;ACTR2;0.114;0.0437;0.0952;FALSE;FALSE;FALSE;0;ARP2;Actin-related protein 2
P61163;ACTR1A;0.196;0.00255;0.00866;FALSE;FALSE;FALSE;0;ACTZ;Alpha-centractin
P61201;COPS2;-0.0271;0.773;0.851;FALSE;FALSE;FALSE;0;CSN2;COP9 signalosome complex subunit 2
P61221;ABCE1;-0.122;0.0138;0.0362;FALSE;FALSE;FALSE;0;ABCE1;ATP-binding cassette sub-family E member 1
P61224;RAP1B;-0.00184;0.983;0.989;FALSE;FALSE;FALSE;0;RAP1B;Ras-related protein Rap-1b
P61225;RAP2B;0.289;0.00894;0.0253;FALSE;FALSE;FALSE;0;RAP2B;Ras-related protein Rap-2b
P61244;MAX;0.546;0.00974;0.0271;FALSE;FALSE;FALSE;0;MAX;Protein max
P61247;RPS3A;-0.146;0.194;0.312;FALSE;FALSE;FALSE;0;RS3A;Small ribosomal subunit protein eS1
P61254;RPL26;-0.186;0.00605;0.018;FALSE;FALSE;FALSE;0;RL26;Large ribosomal subunit protein uL24
P61289;PSME3;-0.561;0.00000023;0.00000252;FALSE;FALSE;FALSE;0;PSME3;Proteasome activator complex subunit 3
P61313;RPL15;-0.109;0.0704;0.141;FALSE;FALSE;FALSE;0;RL15;Large ribosomal subunit protein eL15
P61326;MAGOH;-0.989;0.0651;0.132;FALSE;FALSE;TRUE;16;MGN;Protein mago nashi homolog
P61353;RPL27;-0.158;0.0218;0.0537;FALSE;FALSE;FALSE;0;RL27;Large ribosomal subunit protein eL27
P61421;ATP6V0D1;-0.0274;0.91;0.943;FALSE;FALSE;FALSE;0;VA0D1;V-type proton ATPase subunit d 1
P61457;PCBD1;0.0489;0.648;0.754;FALSE;FALSE;FALSE;0;PHS;Pterin-4-alpha-carbinolamine dehydratase
P61513;RPL37A;-0.256;0.175;0.288;FALSE;FALSE;FALSE;0;RL37A;Large ribosomal subunit protein eL43
P61586;RHOA;0.16;0.038;0.0847;FALSE;FALSE;FALSE;0;RHOA;Transforming protein RhoA
P61587;RND3;-0.292;0.0622;0.128;FALSE;FALSE;FALSE;0;RND3;Rho-related GTP-binding protein RhoE
P61599;NAA20;0.301;0.373;0.508;FALSE;FALSE;TRUE;6;NAA20;N-alpha-acetyltransferase 20
P61604;HSPE1;-0.136;0.373;0.508;FALSE;FALSE;FALSE;0;CH10;10 kDa heat shock protein, mitochondrial
P61619;SEC61A1;0.111;0.376;0.511;FALSE;FALSE;FALSE;0;S61A1;Protein transport protein Sec61 subunit alpha isoform 1
P61758;VBP1;-0.111;0.762;0.842;FALSE;FALSE;FALSE;0;PFD3;Prefoldin subunit 3
P61769;B2M;0.416;0.255;0.384;FALSE;FALSE;FALSE;0;B2MG;Beta-2-microglobulin
P61803;DAD1;-0.358;0.401;0.537;FALSE;FALSE;FALSE;0;DAD1;Dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit DAD1
P61916;NPC2;-0.25;0.252;0.381;FALSE;FALSE;FALSE;0;NPC2;NPC intracellular cholesterol transporter 2
P61923;COPZ1;-0.01;0.934;0.959;FALSE;FALSE;FALSE;0;COPZ1;Coatomer subunit zeta-1
P61925;PKIA;0.492;0.0000089;0.0000641;FALSE;FALSE;FALSE;0;IPKA;cAMP-dependent protein kinase inhibitor alpha
P61956;SUMO2;0.0837;0.789;0.862;FALSE;FALSE;FALSE;0;SUMO2;Small ubiquitin-related modifier 2
P61960;UFM1;-0.487;0.0612;0.126;FALSE;FALSE;FALSE;0;UFM1;Ubiquitin-fold modifier 1
P61962;DCAF7;-0.025;0.802;0.871;FALSE;FALSE;FALSE;0;DCAF7;DDB1- and CUL4-associated factor 7
P61964;WDR5;-0.239;0.0017;0.00617;FALSE;FALSE;FALSE;0;WDR5;WD repeat-containing protein 5
P61966;AP1S1;-0.357;0.149;0.256;FALSE;FALSE;FALSE;0;AP1S1;AP-1 complex subunit sigma-1A
P61970;NUTF2;0.106;0.513;0.64;FALSE;FALSE;FALSE;0;NTF2;Nuclear transport factor 2
P61978;HNRNPK;-0.228;0.000225;0.00108;FALSE;FALSE;FALSE;0;HNRPK;Heterogeneous nuclear ribonucleoprotein K
P61981;YWHAG;-0.856;0.0000026;0.0000214;FALSE;FALSE;FALSE;0;1433G;14-3-3 protein gamma
P62070;RRAS2;-0.114;0.503;0.633;FALSE;FALSE;FALSE;0;RRAS2;Ras-related protein R-Ras2
P62072;TIMM10;-0.0114;0.899;0.936;FALSE;FALSE;FALSE;0;TIM10;Mitochondrial import inner membrane translocase subunit Tim10
P62081;RPS7;-0.125;0.0548;0.115;FALSE;FALSE;FALSE;0;RS7;Small ribosomal subunit protein eS7
P62136;PPP1CA;0.0927;0.247;0.375;FALSE;FALSE;FALSE;0;PP1A;Serine/threonine-protein phosphatase PP1-alpha catalytic subunit
P62140;PPP1CB;0.259;0.0156;0.0402;FALSE;FALSE;FALSE;0;PP1B;Serine/threonine-protein phosphatase PP1-beta catalytic subunit
P62191;PSMC1;-0.119;0.0578;0.12;FALSE;FALSE;FALSE;0;PRS4;26S proteasome regulatory subunit 4
P62195;PSMC5;0.136;0.275;0.405;FALSE;FALSE;FALSE;0;PRS8;26S proteasome regulatory subunit 8
